INTL_20180108_000060	Une Clé porte-bonheur reçue de l'événement Facebook ! (du 28 décembre 2017 au 9 janvier{nl}2018)	Lucky Key는 Facebook 이벤트에서 지급되었습니다.{nl}(2017년 12월 28일 ~ 2018년 1월 9일)				금괴
INTL_20180108_000061	Voûte	금고				
INTL_20180115_000062	Titre décerné aux gagnants du festival de fanart Mise à jour du rang: 4 Édition nouvelles classes!.	Rank Update: 4 New Classes Edition! 수상자에게 지급되는 칭호입니다.				
INTL_20180115_000063	Titre - Artiste de Nouvelle Classe	칭호 - New Class Artist				
INTL_20180115_000064	Titre décerné aux gagnants du festival de fanart Mise à jour du rang: 4 Édition nouvelles classes!. Clic droit pour utiliser.	Rank Update: 4 New Classes Edition! 수상자에게 지급되는 칭호입니다. 마우스 오른쪽 클릭으로 사용합니다.				
INTL_20180122_000065	Coffre Goro	고로 상자				
INTL_20180123_000066	Buff du Chasseur - 1	가문의 영광 1단계				
INTL_20180123_000067	+20 % d'EXP en chassant des monstres	몬스터 처치 시 획득 경험치 +20%				
INTL_20180123_000068	Buff du Chasseur - 2	가문의 영광 2단계				
INTL_20180123_000069	+40 % d'EXP en chassant des monstres	몬스터 처치 시 획득 경험치 +40%	SKILL_20161226_007304	+60 % d'EXP en chassant des monstres{nl}+2 vitesse de déplacement	몬스터 처치 시 획득 경험치 +60%{nl}이동 속도 +2	
INTL_20180123_000070	Buff du Chasseur - 3	가문의 영광 3단계				
INTL_20180123_000071	+60 % d'EXP en chassant des monstres	몬스터 처치 시 획득 경험치 +60%	SKILL_20161226_007306	+90 % d'EXP en chassant des monstres{nl}+3 vitesse de déplacement	몬스터 처치 시 획득 경험치 +90%{nl}이동 속도 +3	
INTL_20180123_000072	Buff du Chasseur - 4	가문의 영광 4단계				
INTL_20180123_000073	+80 % d'EXP en chassant des monstres	몬스터 처치 시 획득 경험치 +80%	SKILL_20161226_007308	+120 % d'EXP en chassant des monstres{nl}+4 vitesse de déplacement	몬스터 처치 시 획득 경험치 +120%{nl}이동 속도 +4	
INTL_20180123_000074	Buff du Chasseur - 5	가문의 영광 5단계				
INTL_20180202_000075	Boîte de Chocolats	소녀의 마음				
INTL_20180202_000076	Une jolie boîte de chocolats faits main pour la Saint-Valentin. Utilisez pour appliquer +50 % de gains d'EXP pendant 1 heure.	달달한 맛으로, 뇌의 회전을 도와주는 초콜릿입니다. 사용 시, 1시간동안 경험치 획득량 +50% 효과를 얻습니다.				
INTL_20180214_000077	Buff de l'Hiver Dernier	마지막 겨울 버프				
INTL_20180214_000078	+30 % d'EXP en chassant des monstres	몬스터 처치 시 획득 경험치 +30%				
INTL_20180214_000079	Clé d'Hiver	겨울 열쇠				
INTL_20180214_000080	Utilisez-la pour ouvrir le Vault à Klaipeda.{nl}(Sera supprimée à la fin de l'événement.)	마지막 겨울 이벤트에서 사용되는 열쇠입니다.{nl}(이벤트 종료 시 일괄 삭제됩니다.)				
INTL_20180214_000081	Stalactite (14 Jours)	고드름(14일)				
INTL_20180214_000082	Faites-le fondre près du feu et découvrez ce qu'il y a à l'intérieur !{nl}(Sera supprimé à la fin de l'événement.)	고드름을 녹이면 무엇이 들어있을까요?{nl}(고드름은 장작 주위에서만 사용 가능합니다.)				
INTL_20180214_000083	Collectez 10 Clé d'hiver pour obtenir le nouveau compagnon Manchot d'hiver !	Winter Key 10개를 모으시면 "윈터펭" 을 드립니다.{nl}(Winter Key는 2월 20일 이벤트에서 획득할 수 있습니다.)				금고
INTL_20180214_000084	L'événement L'hiver dernier est maintenant ouvert. Ne manquez pas le nouveau compagnon{nl}Manchot d'hiver et bien plus encore !	마지막 겨울 이벤트가 진행 중입니다.{nl}마지막 겨울 선물과 버프는 물론, 신규 컴패니언 윈터펭도 만나보세요.				이벤트 알림판
INTL_20180214_000085	Collectez 10 Clé d'hiver pour obtenir le compagnon Manchot d'hiver. (Recevez les clés chaque{nl}jour depuis le tableau d'affichage de l'événement.)	Winter Key 10개를 모으시면 "윈터펭" 을 드립니다.{nl}(이벤트 알림판에서 마지막 겨울 선물을 받으세요.)				금고
INTL_20180214_000086	Vous pouvez continuer à recevoir plus de récompenses chaque jour en utilisant les Clés d'hiver !{nl}Chaque clé utilisée pour ouvrir le Vault vous donne une nouvelle récompense.	Winter Key로 추가 보상을 받을 수 있습니다.{nl}(Winter Key 1개당 1회의 추가 보상이 주어집니다.)				금고
INTL_20180214_000087	Vous utilisez déjà ce bonus.	이미 버프가 존재합니다.				이벤트 알림판
INTL_20180214_000088	C'est trop tôt, revenez plus tard.	너무 이릅니다.				이벤트 알림판
INTL_20180214_000089	L'Hiver Dernier	마지막 겨울 이벤트				
INTL_20180214_000090	Recevoir le Buff de l'Hiver Dernier	마지막 겨울 버프 받기				
INTL_20180214_000091	Recevoir le Cadeau L'Hiver Dernier	마지막 겨울 선물 받기				
INTL_20180214_000092	Assistant d'EXP du Week-end	주말 경험치 지원				
INTL_20180219_000093	Guilde de la prison des démons (Niv. recommandé :{nl}180){nl}Seuls vous et les membres de votre groupe pouvez{nl}entrer ensemble.{nl}Voulez-vous vraiment entrer ?	염원의 비석로 (권장 레벨:180)에 입장하시겠습니까?{nl}당신과 파티를 맺은 플레이어만이 함께 입장할 수 있습니다.				
INTL_20180219_000094	Famille Legwyn déchue (Niv. recommandé : 230){nl}Seuls vous et les membres de votre groupe pouvez{nl}entrer ensemble.{nl}Voulez-vous vraiment entrer ?	쇠락한 르귄가문의 저택 (권장 레벨:230)에 입장하시겠습니까?{nl}당신과 파티를 맺은 플레이어만이 함께 입장할 수 있습니다.				
INTL_20180219_000095	Souterrain du château (Niv. recommandé : 300){nl}Seuls vous et les membres de votre groupe pouvez{nl}entrer ensemble.{nl}Voulez-vous vraiment entrer ?	캐슬 지하 (권장 레벨:300)에 입장하시겠습니까?{nl}당신과 파티를 맺은 플레이어만이 함께 입장할 수 있습니다.				
INTL_20180219_000096	Assistant d'EXP	성장 지원 도우미				
INTL_20180305_000097	 {nl}{CUBE} ouverts : {@st66d_y}{s18}{SUM}{/}{/}{nl}Ouvrez {@st66d_y}{s18}{COUNT}{/}{/} cubes de plus pour recevoir la récompense de {@st66d_y}{s18}{BOUNS}{/}{/} cubes.{nl}Vous pouvez recevoir la/les récompense(s) pour {@st66d_y}{s18}{REWARD}{/}{/} cubes ouverts.{nl}Voulez-vous recevoir la/les récompense(s) maintenant ?	 {nl}{CUBE} 사용 횟수 : {@st66d_y}{s18}{SUM}{/}{/}{nl}앞으로 {@st66d_y}{s18}{COUNT}{/}{/}회 사용시 {@st66d_y}{s18}{BOUNS}{/}{/}회 보상을 받을 수 있습니다.{nl}{@st66d_y}{s18}{REWARD}{/}{/} 회 보상을 받을 수 있습니다.{nl}수령하시겠습니까?				
INTL_20180305_000098	 {nl}{CUBE} ouverts : {@st66d_y}{s18}{SUM}{/}{/}{nl}Ouvrez {@st66d_y}{s18}{COUNT}{/}{/} cubes de plus pour recevoir la récompense de {@st66d_y}{s18}{BOUNS}{/}{/} cubes.	 {nl}{CUBE}  사용 횟수 : {@st66d_y}{s18}{SUM}{/}{/}{nl}앞으로 {@st66d_y}{s18}{COUNT}{/}{/}회 사용시 {@st66d_y}{s18}{BOUNS}{/}{/}회 보상을 받을 수 있습니다.				
INTL_20180305_000099	Cube Bonus	보너스 큐브				
INTL_20180312_000100	Titre décerné aux gagnants de l'événement de fanart du 2e anniversaire.	스팀 2주년 팬아트 수상자에게 주어지는 칭호 입니다.				
INTL_20180312_000101	Titre - Joyeux 2e anniversaire !	칭호 - Happy 2nd Anniversary!				
INTL_20180312_000102	Titre décerné aux gagnants de l'événement de fanart du 2e anniversaire. Clic droit pour utiliser.	스팀 팬아트 수상자에게 지급되는 칭호입니다. 마우스 오른쪽 클릭으로 사용합니다.				
INTL_20180312_000103	 {nl}Vous avez été assigné à l'équipe {@st66d_y}{s18}{TEAM}{/}{/}.{nl}Vainquez des monstres pour récolter des {@st66d_y}{s18}{ITEM}{/}{/}.	 {nl}{@st66d_y}{s18}{TEAM}{/}{/} 에 배정되었습니다.{nl}몬스터 처치시 {@st66d_y}{s18}{ITEM}{/}{/}을 획득할 수 있습니다.				
INTL_20180312_000104	Échange d'Objets	아이템 교환				
INTL_20180312_000105	Défi d'Équipe de Vaivora	마을 축제				
INTL_20180312_000106	Buff d'Événement	이벤트 버프				
INTL_20180316_000107	Le pouvoir du pétard s'est propagé à tous les membres du groupe.	기념을 축하하는 폭죽의 힘이 공유되고 있습니다.				
INTL_20180316_000108	Œuf d'Oiseau de Guerre Brillant	빛나는 전투 뱁새 알				
INTL_20180316_000109	Pétard du 2e anniversaire	2주년 폭죽				
INTL_20180316_000110	Objet de l'événement du 2e anniversaire.{nl}Augmente la vitesse de déplacement de +4, le ratio d'attaque de zone de +1 et les gains d'EXP de +25 % pour tous les membres du groupe pendant 30 minutes.	2주년 이벤트 아이템입니다.{nl} 30분간 파티원 전체의 이동속도 +4, 광역 공격 비율 +1 경험치 25% 증가의 효과를 줍니다.				
INTL_20180316_000111	Démarrer l'événement du 2e anniversaire	이벤트 워프 주문서 - 2주년 이벤트 시작				
INTL_20180316_000112	Un Parchemin de téléportation de l'événement.{nl}Utilisez-le pour vous rendre auprès du PNJ de l'événement du 2e anniversaire.	이벤트용 워프 주문서입니다.{nl}사용 시 2주년 이벤트 시작 npc 앞으로 이동합니다.				
INTL_20180316_000113	Brassard du 2e anniversaire Steam	스팀 2주년 암밴드				
INTL_20180316_000114	Un accessoire de brassard célébrant les 2 ans de TOS sur Steam.	스팀 2주년을 기념하여 제작된 암밴드 입니다.				
INTL_20180316_000115	Orange Souriante	스마일 오렌지				
INTL_20180316_000116	Le petit ami orange de GM Orange. Cette orange particulière est connue pour ses nombreuses expressions, ce qui pousse certains à penser qu'elle a été affectée par Medzio Diena.	GM 오렌지의 머리 위에있는 오렌지. 다양한 표정을 지을 수 있는 것으로 보아 Medzio Diena의 영향을 받았다고 의심된다.				
INTL_20180316_000117	Café à la Sardine	정어리 커피				
INTL_20180316_000118	La tasse à café de GM Papaya. Bien qu'elle contienne du café (et une sardine), le contenu de la tasse ne se renverse jamais, au grand amusement des spectateurs.	GM 파파야의 커피. 살아있는 정어리가 들어있다. 마법적인 힘으로 인해 어떤 각도에서든 머리에서 떨어지지 않는다.				
INTL_20180316_000119	Lunettes en Spirale	뱅글 안경				
INTL_20180316_000120	Les célèbres lunettes en spirale du Dr No. Portez-les avec une canette de Bœuf rouge à la main pour un meilleur résultat. Effets secondaires : peut provoquer des vertiges.	Dr. No의 안경. 일을 할 때 Red Ox과 같이 사용하면 효율이 높아진다고 한다. 주의: 같이있을 경우 어지러울 수 있다.				
INTL_20180316_000121	Pack d'œufs d'Oiseau de Guerre Brillants	빛나는 전투 뱁새 패키지				
INTL_20180316_000122	Clic droit pour utiliser et obtenir les objets.{nl} - Œuf d'Oiseau de guerre brillant x1{nl} - Nourriture pour Oiseau de guerre x50	마우스 우클릭 시 사용되며 구성물을 획득할 수 있습니다.{nl} - 빛나는 전투 뱁새 알{nl} - 뱁새용 모이 50개				
INTL_20180316_000123	Pack d'œufs de Manchot Brillants	빛나는 펭귄 패키지				
INTL_20180316_000124	Clic droit pour utiliser et obtenir les objets.{nl} - Œuf de manchot brillant x1{nl} - Sardine x50	마우스 우클릭 시 사용되며 구성물을 획득할 수 있습니다.{nl} - 빛나는 펭귄 알{nl} - 정어리 50개				
INTL_20180316_000125	Clic droit pour utiliser et obtenir les objets.{nl} - Brassard du 2e anniversaire Steam x1d{nl} - Œuf de manchot feuille x1{nl} - Coupon d'amélioration : 100 000 Argent x10{nl}- Points d'attribut : 1 000 x1{nl}- Parchemin de téléportation de l'événement - Start 2e anniversaire Event x1{nl}- Potion de PV hautement condensée x20{nl}- Potion de PM hautement condensée x20{nl}- Niv2 Potion de soutien de colonie x10{nl}- 2e anniversaire Firecracker x5{nl}- Statue de la Déesse x5{nl}- Potion de vitesse de déplacement hautement condensée x5{nl}- Token : 15 jours [Événement]	마우스 우클릭 시 사용되며 구성물을 획득할 수 있습니다.{nl} - 스팀 2주년 암밴드{nl} - 펭그린 알{nl} - 강화 실버 할인 쿠폰 : 10만 실버 10개{nl}- 특성 포인트 1,000{nl}- 이벤트 워프 주문서 - 2주년 이벤트 시작{nl}- 고농축 HP포션 20개{nl}- 고농축 SP포션 20개{nl}- 정착 지원 포션 Lv2 10개{nl}- 2주년 폭죽 5개{nl}- 여신의 조각상 5개{nl}- 고농축 이동속도 증가 포션 5개{nl}- 토큰:15일[증정용]				
INTL_20180326_000126	Liste des Maîtres Invités	마스터 명단 리스트				
INTL_20180326_000127	Ce document répertorie tous les maîtres de classe invités aux célébrations du 2e anniversaire de TOS.{nl}(Sera supprimé à la fin de l'événement.)	초대장을 가진 마스터들의 명단을 기록하고 있습니다.{nl}(사용 시 이벤트 진행 상황을 확인할 수 있습니다.)				
INTL_20180326_000128	Un Parchemin de téléportation de l'événement.{nl}Utilisez-le pour vous rendre auprès du PNJ de l'événement du 2e anniversaire.	이벤트용 워프 주문서입니다.{nl}사용 시 2주년 이벤트 도우미 npc 앞으로 이동합니다.	INTL_20180316_000112	Un Parchemin de téléportation de l'événement.{nl}Utilisez-le pour vous rendre auprès du PNJ de l'événement du 2e anniversaire.	이벤트용 워프 주문서입니다.{nl}사용 시 2주년 이벤트 시작 npc 앞으로 이동합니다.	
INTL_20180326_000129	Titre - Reporter TPP Honoraire	칭호 - Honorary TPP Reporter				
INTL_20180326_000130	Un titre décerné aux reporters honoraires du Poste Popolion. Clic droit pour utiliser.	The Popolion Post 잡지의 명예 기자에게 지급되는 칭호입니다. 마우스 오른쪽 클릭으로 사용합니다.				
INTL_20180402_000131	Un adorable chiot ballon. Faites attention aux objets pointus avec lui.	강아지 모양에 풍선 인형입니다. 찌르면 터질지도 모릅니다.				
INTL_20180402_000132	Enregistrement de l'état du démon O/N [Vrai:1, Faux:0]	Daemon State 기록 여부[True:1, False:0]				
INTL_20180406_000133	Titre décerné aux joueurs ayant collecté les [Événement] Révélation. Clic droit pour utiliser.	[이벤트] 계시를 찾은 구원자에게 지급되는 칭호입니다. 마우스 오른쪽 클릭으로 사용합니다.				
INTL_20180406_000134	[Événement] Révélation de la Mine de Cristal	[이벤트]첫번째 계시				
INTL_20180406_000135	Une Revelation de l'événement.{nl}Échangeable contre un titre au tableau d'affichage de l'événement.	계시 이벤트 아이템입니다.{nl}이벤트 알림판에서 칭호로 교환할 수 있습니다.				
INTL_20180406_000136	Titre - Révélateur de la Mine de Cristal	칭호 - [EVENT]Crystal Mine Revelation				
INTL_20180406_000137	Veuillez d'abord récupérer le titre « Révélateur de la mine de cristal ».	칭호 - [이벤트]첫 번째 계시 획득자를 먼저 획득해 주세요.				이벤트 알림판
INTL_20180406_000138	Recevoir le Titre	칭호 받기				
INTL_20180406_000139	Recevoir le Bonus	버프 받기				
INTL_20180406_000140	La première révélation : la mine de cristal	첫 번째 세계관 이벤트 : 수정광산				
INTL_20180418_000141	Restaure 30 points d'endurance.{nl}Convient pour :{nl} - Velheider{nl} - Hoglan{nl} - Manchot-feuille{nl} - Bébé cochon{nl} - Rocksodon{nl} - Tatou{nl} - Chiot doré{nl} - Goro	스태미나를 30 회복 시켜줍니다.{nl}사용가능 목록{nl} - 벨하이더 {nl} - 호글란 {nl} - 펭그린 {nl} - 아기돼지 {nl} - 락스돈 {nl} - 아르마딜로 {nl} - 금강불개 {nl} - 고로				
INTL_20180420_000142	Cube du Héros de Fedimian	페디미안 수호 큐브				
INTL_20180420_000143	Un cube décerné aux braves héros ayant sauvé Fedimian des monstres.	페디미안을 수호한 구원자에게 주어지는 보상입니다.				
INTL_20180503_000144	[Sondage]{nl}   Gérant des Prix	[설문 이벤트]{nl}   상품 교환원				
INTL_20180514_000145	Randonnée Arc-en-ciel	비비드 시티 참여 중				
INTL_20180514_000146	Impossible d'utiliser des Skills.{nl}Retour à la carte de la ville dans 60 minutes.	스킬을 사용할 수 없습니다.{nl}60분 뒤 마을로 이동합니다.				
INTL_20180514_000147	Coffre de Points d'Attribut Rang S (X3)	특성 포인트 상자 S급 (3개)				
INTL_20180514_000148	Une boîte contenant 3 Coffre de points d'attribut rang S. Clic droit pour obtenir. 	특성 포인트 상자 S급 3개가 들어있는 상자입니다. 마우스 오른쪽 버튼 클릭으로 사용하면 아이템이 지급됩니다.				
INTL_20180514_000149	Coffre d'Enclume de Diamant d'Artisan	장인의 다이아몬드 모루 상자				
INTL_20180514_000150	Une boîte contenant 5 Enclume de diamant. Clic droit pour utiliser et obtenir les objets.	다이아몬드 모루 5개가 들어있는 상자입니다. 마우스 오른쪽 버튼 클릭으로 사용하면 아이템이 지급됩니다.				
INTL_20180514_000151	Coffre de recettes secrètes d'armes d'artisan (niv. 315)	장인의 무기 비밀 레시피 상자 (Lv. 315)				
INTL_20180514_000152	Sélectionnez une recette de Niv. 315 pouvant être fabriquée avec moins de matériaux. Clic droit pour utiliser.	적은 재료로 315제 장비를 제작 가능한 비밀 레시피를 선택할 수 있습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.				
INTL_20180514_000153	Recette Secrète d'Artisan - Abdochar	장인의 비밀 제작서-아브도챠				
INTL_20180514_000154	Recette Secrète d'Artisan - Sarkmis	장인의 비밀 제작서-사크미스				
INTL_20180514_000155	Recette Secrète d'Artisan - Fracasse-crâne	장인의 비밀 제작서-스컬 스매셔				
INTL_20180514_000156	Sceptre Recette Secrète d'Artisan - Corne de Regard	장인의 비밀 제작서-리가드 혼 스태프				
INTL_20180514_000157	Recette Secrète d'Artisan - Cœur de Gloire	장인의 비밀 제작서-하트 오브 글로리				
INTL_20180514_000158	Recette Secrète d'Artisan - Brise-crâne	장인의 비밀 제작서-스컬 브레이커				
INTL_20180514_000159	Dague Recette Secrète d'Artisan - Emengard	장인의 비밀 제작서-에멘가드 대거				
INTL_20180514_000160	Recette Secrète d'Artisan - Lance Wingshard	장인의 비밀 제작서-윙샤드 스피어				
INTL_20180514_000161	Pique Recette Secrète d'Artisan - Corne de Regard	장인의 비밀 제작서-리가드 혼 파이크				
INTL_20180514_000162	Recette Secrète d'Artisan - Corne Noire	장인의 비밀 제작서-블랙 혼				
INTL_20180514_000163	Arbalète Recette Secrète d'Artisan - Corne de Regard	장인의 비밀 제작서-리가드 혼 크로스보우				
INTL_20180514_000164	Recette Secrète d'Artisan - Arc Astra	장인의 비밀 제작서-아스트라 보우				
INTL_20180514_000165	Recette Secrète d'Artisan - Revolver Aspana 	장인의 비밀 제작서-아스파나 리볼버				
INTL_20180514_000166	Mousquet Recette Secrète d'Artisan - Emengard	장인의 비밀 제작서-에멘가드 머스킷				
INTL_20180514_000167	Canon Recette Secrète d'Artisan - Emengard	장인의 비밀 제작서-에멘가드 캐논				
INTL_20180514_000168	Bouclier Recette Secrète d'Artisan - Emengard	장인의 비밀 제작서-에멘가드 실드				
INTL_20180523_000169	Accorde les avantages Token à tous vos personnages sur le serveur pendant 60 jours. Consultez le temps restant dans les infos du personnage.{nl}[Avantages Token]{nl} - Possibilité d'apprendre des attributs instantanément{nl} - Frais de commission du Marché réduits (30 % {img white_right_arrow 16 16} 10 %){nl} - Possibilité de mettre en vente jusqu'à 10 objets sur le Marché{nl} - Possibilité d'enregistrer des objets sur le Marché en dehors des limites de prix min./max.{nl} - Possibilité de récupérer instantanément l'argent du Marché{nl}- Vitesse de déplacement +3{nl} - +50 % d'EXP en chassant des monstres{nl}(Se cumule avec les effets des Tome d'XP){nl}- Emplacements de stockage d'équipe +30{nl} - Possibilité d'utiliser les gestes Premium{nl} - Possibilité d'utiliser l'échange personnel jusqu'à 60 fois	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 60일간 혜택이 적용됩니다. 캐릭터 정보창에서 잔여 시간을 확인하실 수 있습니다.{nl}[토큰 효과]{nl} - 특성 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 10개{nl} - 마켓 상/하한가 관계없이 물품 등록 가능{nl} - 마켓 판매금 즉시 수령{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +50% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 팀 창고 +30칸 증가{nl} - 프리미엄 제스쳐 사용 가능{nl} - 개인 거래 60회 가능				
INTL_20180523_000170	Accorde les avantages du Token à tous vos personnages du serveur pendant 7 jours. Consultez le temps restant dans les Infos du personnage.{nl}[Avantages du Token]{nl} - Permet d'apprendre les attributs instantanément{nl} - Commission du Marché réduite (30 % {img white_right_arrow 16 16} 10 %){nl} - Permet de mettre en vente jusqu'à 10 objets sur le Marché{nl} - Permet d'enregistrer des objets sur le Marché en dehors des limites de prix min./max.{nl} - Permet de récupérer l'argent du Marché instantanément{nl}- Vitesse de déplacement +3{nl} - +50 % d'EXP en chassant les monstres{nl}(Se cumule avec les effets des Tome d'XP){nl}- Emplacements de Stockage d'équipe +30{nl} - Permet d'utiliser les Gestes Premium	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 7일간 혜택이 적용됩니다. 캐릭터 정보창에서 잔여 시간을 확인하실 수 있습니다.{nl}[토큰 효과]{nl} - 특성 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 10개{nl} - 마켓 상/하한가 관계없이 물품 등록 가능{nl} - 마켓 판매금 즉시 수령{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +50% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 팀 창고 +30칸 증가{nl} - 프리미엄 제스쳐 사용 가능				
INTL_20180525_000171	Utilisez pour obtenir les costumes{nl}suivants.{nl} - Costume de l'Invité (Homme){nl} - Costume de l'Invité (Femme)	사용 시 코스튬을 획득할 수 있습니다.{nl} - 초대에 응한 자 코스튬(남){nl} - 초대에 응한 코스튬(여)	INTL_20180326_000128	Un Parchemin de téléportation de l'événement.{nl}Utilisez-le pour vous rendre auprès du PNJ de l'événement du 2e anniversaire.	이벤트용 워프 주문서입니다.{nl}사용 시 2주년 이벤트 도우미 npc 앞으로 이동합니다.	
INTL_20180615_000172	Un titre décerné aux joueurs TPP les plus créatifs. Clic droit pour utiliser.	Creative TPP Player에게 지급되는 칭호입니다. 마우스 오른쪽 클릭으로 사용합니다.				
INTL_20180615_000173	Propriétaire de l'Esprit Maudit	저주받은 혼 사용자				
INTL_20180615_000174	Esprit Maudit	저주받은 혼				
INTL_20180615_000175	Montrez-le au Soldat dépêché pour entrer dans la zone du Autel maudit.{nl}Vous pouvez aussi l'utiliser pour augmenter la vitesse de déplacement de +2, l'attaque physique de +50 et l'attaque magique de +50 pendant 10 min.	저주받은 병사에게 보여주면 저주받은 지역으로 갈 수 있습니다.{nl}사용 시 10분 동안 이동속도 +2, 물리 공격력 +50, 마법 공격력 +50 증가합니다.				
INTL_20180615_000176	Vous ne pouvez pas aller au-delà de ce point sans un Esprit maudit.	저주받은 혼이 없는 자는 이 앞을 지나갈 수 없다.				저주받은 병사
INTL_20180615_000177	Les Esprit maudit proviennent des monstres qui rôdent dans cet endroit. Bonne chance pour en{nl}obtenir un.	저주받은 해안의 몬스터를 처치해야만 저주받은 혼을 구할 수 있는 것도 모르는 애송이로군.				저주받은 병사
INTL_20180615_000178	Une Voix au Loin	어디선가 들려오는 목소리				
INTL_20180615_000179	Le Baleine de pierre ne peut être éveillé qu'à l'aide d'un Esprit maudit...	오직 저주받은 혼으로만 저주받은 석화 고래를 깨울 수 있지..				어디선가 들려오는 목소리
INTL_20180615_000180	J'ai un Esprit maudit.	저주받은 혼을 보여준다.				
INTL_20180615_000181	{Name} a éveillé le Baleine de pierre maudite.	{Name}님이 저주받은 석화 고래를 깨웠습니다.				
INTL_20180723_000182	Titre décerné aux participants primés du festival de fanart Été 2018. Clic droit pour utiliser.	Loving Summer 팬아트 수상자에게 지급되는 칭호입니다. 마우스 오른쪽 클릭으로 사용합니다.				
INTL_20180809_000183	Un titre décerné aux participants de l'événement. Clic droit pour utiliser.	이벤트 참여자에게 지급되는 칭호입니다. 마우스 오른쪽 클릭으로 사용합니다.				
INTL_20180809_000184	EXP +100 %, vitesse de déplacement +3,{nl}augmentation des PV max.{nl}Récupération de PV, PM et endurance, ratio{nl}d'attaque de zone +2	경험치 100% 증가, 이동속도 +3, 최대체력 증가{nl}HP, SP, 스태미너 회복, 광역 공격 비율 +2				
INTL_20180809_000185	EXP +100 %, vitesse de déplacement +3, chance de{nl}butin +100{nl}Récupération de PV, PM et endurance	경험치 100% 증가, 이동속도 +3, 루팅찬스 +100{nl}HP, SP, 스태미너 회복				
INTL_20180809_000186	[Événement] Coffre de Sélection de Bon de Déblocage	[이벤트] 해금권 선택 상자				
INTL_20180809_000187	Coffre de bons de déblocage de classe cachée {nl} Liste des classes déblocables {nl} - Bon de déblocage de Shinobi {nl} - Bon de déblocage de Miko {nl} - Bon de déblocage de Lanceur de runes {nl} - Bon de déblocage d'Expert {nl} - Bon de déblocage de Nak Muay{nl}Sera automatiquement supprimé à la fin de la période de l'événement.	히든 직업 해금권 선택 상자 {nl} 선택 가능 목록 {nl} - 시노비 해금권 {nl} - 무녀 해금권 {nl} - 룬 캐스터 해금권 {nl} - 감정사 해금권 {nl} - 낙무아이 해금권{nl}(이벤트 종료 시 일괄 삭제됩니다.)				
INTL_20180809_000188	[Événement] Coffre de sélection d'armes améliorées/transcendées niv 350	[이벤트] 350레벨 강화 및 초월 무기 선택 상자				
INTL_20180809_000189	Utilisez pour sélectionner une arme Rare de Niv. 350 améliorée à +11 et transcendée au palier 5.{nl}L'amélioration et la transcendance s'appliquent après la sélection de l'arme.{nl}La boîte sera automatiquement supprimée à la fin de la période de l'événement.	350레벨 레어 11강 5초월 무기를 지급 받을 수 있습니다.{nl}(강화 및 초월은 아이템 선택 시 적용됩니다.){nl}(이벤트 종료 시 일괄 삭제됩니다.)				
INTL_20180809_000190	Un titre décerné aux participants de l'événement. Clic droit pour utiliser.	이벤트에 참여자에게 지급되는 칭호입니다. 마우스 오른쪽 클릭으로 사용합니다.				
INTL_20180809_000191	[Ami] Épée Berthas Raffye 	[우정] 베르타스 라파이 소드				
INTL_20180809_000192	Épée à deux mains [Ami] Berthas Raffye	[우정] 베르타스 라파이 투 핸드 소드				
INTL_20180809_000193	Bâton [Ami] Berthas Raffye	[우정] 베르타스 라파이 로드				
INTL_20180809_000194	Arc [Ami] Berthas Raffye	[우정] 베르타스 라파이 보우				
INTL_20180809_000195	Arbalète [Ami] Berthas Raffye	[우정] 베르타스 라파이 크로스보우				
INTL_20180809_000196	Masse [Ami] Berthas Raffye	[우정] 베르타스 라파이 메이스				
INTL_20180809_000197	Masse à deux mains [Ami] Berthas Raffye	[우정] 베르타스 라파이 투 핸드 메이스				
INTL_20180809_000198	[Ami] Bouclier Berthas Raffye 	[우정] 베르타스 라파이 실드				
INTL_20180809_000199	[Ami] Lance Berthas Raffye 	[우정] 베르타스 라파이 스피어				
INTL_20180809_000200	[Ami] Pique Berthas Raffye 	[우정] 베르타스 라파이 파이크				
INTL_20180809_000201	Dague [Ami] Berthas Raffye	[우정] 베르타스 라파이 대거				
INTL_20180809_000202	Sceptre [Ami] Berthas Raffye	[우정] 베르타스 라파이 스태프				
INTL_20180809_000203	Pistolet [Ami] Berthas Raffye	[우정] 베르타스 라파이 피스톨				
INTL_20180809_000204	Rapière [Ami] Berthas Raffye	[우정] 베르타스 라파이 레이피어				
INTL_20180809_000205	Canon [Ami] Berthas Raffye	[우정] 베르타스 라파이 캐논				
INTL_20180809_000206	[Ami] Mousquet Berthas Raffye 	[우정] 베르타스 라파이 머스킷				
